"COLLEGE","INCOME","OVERAGE","LEFTOVER","HOUSE","HANDSET_PRICE","OVER_15MINS_CALLS_PER_MONTH","AVERAGE_CALL_DURATION","REPORTED_SATISFACTION","REPORTED_USAGE_LEVEL","LEAVE","ID"
"zero",66207,78,36,636499,272,5,2,"very_unsat","very_high","no",939
"zero",132757,0,0,237155,847,0,10,"very_sat","little","no",7377
"zero",46723,0,0,334592,711,1,8,"unsat","little","no",8054
"one",34804,150,72,457865,417,21,2,"sat","very_high","yes",9566
"one",22454,239,21,347575,205,20,5,"avg","very_high","no",4030
"zero",104741,0,8,333062,846,1,9,"very_unsat","very_high","yes",1466
"one",21824,175,74,972571,241,1,2,"sat","little","no",6735
"one",37674,0,89,658523,222,0,6,"avg","very_high","no",9002
"one",143055,207,11,862826,520,12,4,"very_sat","very_high","no",6364
"one",59946,196,13,333614,360,10,6,"very_unsat","little","no",2983
"one",111685,180,16,411545,757,25,4,"unsat","very_little","no",2054
"one",43433,207,0,615475,170,22,10,"very_unsat","very_little","no",7405
"one",77233,163,0,475492,181,5,11,"sat","high","yes",9788
"zero",157424,155,13,604005,420,14,6,"very_sat","very_little","no",8762
"one",92920,154,0,531282,320,1,8,"avg","very_high","no",5148
"one",75326,194,23,254568,353,12,5,"very_unsat","very_high","no",5590
"one",121969,180,10,548543,441,24,5,"very_sat","little","no",6455
"one",118690,62,0,251313,820,5,9,"sat","little","yes",4601
"zero",117535,61,0,190623,408,3,13,"very_sat","very_little","yes",2126
"one",55758,0,35,218856,353,0,1,"avg","very_high","no",3436
"one",130288,0,34,331266,717,0,2,"very_unsat","little","no",479
"zero",108285,165,22,599785,636,23,5,"very_sat","little","no",1195
"zero",76862,210,68,210001,371,11,2,"unsat","high","no",1032
"one",145101,0,0,275198,776,0,12,"very_sat","little","no",381
"one",52984,236,50,868179,257,20,2,"very_unsat","little","no",3889
"zero",70053,0,41,177621,355,1,2,"very_unsat","very_little","no",1431
"zero",104404,0,79,209058,615,0,2,"very_unsat","little","no",5789
"one",86249,33,0,404998,279,3,1,"sat","very_little","no",8664
"one",144498,61,81,305677,723,5,1,"very_unsat","little","no",1785
"zero",90327,0,55,228635,284,0,2,"very_sat","very_high","no",5768
"zero",44300,54,20,166934,230,5,6,"sat","little","no",7194
"zero",33844,70,21,817234,151,3,5,"very_unsat","very_high","yes",5697
"one",95779,0,12,238621,388,15,5,"very_unsat","very_little","no",25
"zero",139391,0,13,990563,449,0,4,"unsat","high","yes",5507
"one",144909,51,34,744804,182,0,2,"unsat","little","no",2939
"one",36034,198,0,245512,155,29,15,"very_sat","little","no",249
"zero",47523,193,31,286161,234,25,2,"very_sat","very_high","yes",6638
"zero",147665,0,0,184427,558,0,9,"very_unsat","avg","no",2949
"one",79719,202,79,176013,256,21,5,"very_unsat","high","no",7702
"one",42927,0,33,464511,177,1,1,"very_unsat","very_high","no",3461
"zero",141808,210,23,659709,722,28,5,"unsat","very_little","yes",202
"one",149130,68,14,950673,571,3,5,"very_unsat","high","no",835
"one",61619,63,10,846192,392,1,5,"very_unsat","little","no",3687
"zero",44477,64,13,569024,131,3,6,"unsat","little","no",5083
"zero",159716,0,52,613029,872,0,2,"very_unsat","very_high","yes",7173
"zero",134978,63,0,250745,614,3,14,"very_sat","little","no",2458
"one",64104,0,21,414770,313,1,4,"unsat","very_high","no",7283
"zero",90564,0,54,188751,354,0,2,"very_unsat","very_high","no",9433
"one",101048,59,8,883029,693,3,6,"very_unsat","little","yes",4751
"one",47364,0,0,976307,145,0,8,"very_sat","little","yes",9610
"one",56952,213,60,545488,392,10,1,"very_unsat","little","no",2320
"zero",82134,209,35,936201,298,23,2,"very_unsat","very_high","no",8739
"one",37121,54,0,196389,169,11,12,"very_sat","little","no",2264
"one",42098,63,30,217182,238,5,1,"very_unsat","high","yes",4037
"zero",75906,48,62,363613,372,3,2,"very_sat","very_little","no",3274
"zero",26741,0,0,832637,169,1,10,"sat","very_little","no",7809
"one",20339,48,57,256643,218,3,1,"very_unsat","little","no",9203
"one",108745,154,65,166810,549,22,2,"very_unsat","very_high","no",4755
"zero",49905,58,35,599078,155,22,2,"avg","very_high","no",3428
"one",51559,49,7,524726,286,5,6,"very_unsat","high","no",4347
"one",37801,0,43,156313,132,0,2,"unsat","very_little","no",223
"zero",41412,69,6,521756,245,3,5,"very_sat","avg","yes",185
"zero",151848,0,19,820217,546,1,4,"avg","little","no",780
"zero",61561,0,5,232460,252,1,4,"unsat","very_little","no",9583
"zero",146058,48,0,451796,430,5,9,"very_unsat","little","no",6603
"zero",49450,0,0,271378,228,4,9,"very_unsat","little","no",8450
"zero",143251,67,14,276175,736,5,5,"very_unsat","very_little","no",5230
"one",137813,246,23,200019,709,16,4,"unsat","very_little","yes",7436
"zero",41363,0,14,592602,455,1,6,"very_unsat","high","no",4224
"one",36518,77,67,683007,166,3,9,"very_unsat","very_little","no",8722
"one",34174,68,0,952235,130,3,15,"very_unsat","little","no",4162
"zero",30427,59,76,833075,214,3,10,"very_unsat","little","no",6393
"one",123117,0,64,314119,827,0,1,"very_sat","very_little","yes",2744
"zero",77006,0,0,637726,376,0,9,"very_sat","little","no",4662
"one",129696,190,0,192739,549,20,13,"avg","very_high","yes",7611
"zero",31370,39,46,276112,225,3,1,"unsat","high","no",2497
"one",71755,0,19,197181,355,1,4,"very_unsat","very_high","yes",8881
"zero",156608,0,0,428852,604,1,11,"very_sat","very_little","no",5168
"one",40803,54,0,270669,242,5,10,"very_unsat","very_high","yes",2516
"one",68432,198,15,271441,323,26,4,"very_sat","very_little","no",7456
"one",108677,164,23,465720,535,24,4,"unsat","very_high","yes",6805
"zero",35157,35,0,188517,215,5,12,"very_sat","very_high","no",7224
"one",36852,42,0,247241,245,4,12,"avg","little","no",7135
"zero",65749,71,9,387248,262,5,6,"very_unsat","little","yes",2453
"zero",97476,230,17,588224,337,25,5,"very_sat","very_high","yes",2079
"one",103585,0,5,482794,251,0,6,"very_unsat","high","yes",7261
"one",155788,44,7,227272,893,0,15,"very_unsat","very_high","no",3992
"one",84903,0,34,908873,356,3,1,"very_unsat","very_high","no",7348
"one",141694,0,22,263535,860,1,6,"very_sat","avg","no",5463
"zero",109499,0,11,744123,550,1,4,"unsat","little","no",9686
"zero",144744,0,0,371806,769,3,13,"very_unsat","very_high","yes",8212
"zero",38757,250,16,177435,194,22,10,"very_unsat","high","no",7022
"zero",29489,53,0,603267,199,3,14,"very_sat","very_little","no",3848
"one",26877,72,75,159973,231,3,2,"very_sat","little","no",2884
"one",37937,14,25,951550,135,5,6,"very_sat","very_little","no",4383
"one",60396,172,0,738099,337,17,12,"very_sat","very_little","yes",8999
"zero",73962,49,45,404640,339,5,2,"very_sat","little","no",7739
"one",67609,0,20,476711,313,0,6,"very_unsat","very_little","no",9131
"one",24042,0,6,297977,248,1,5,"unsat","little","no",9749
"zero",36367,0,20,251275,481,1,6,"very_sat","little","no",5693
"zero",34783,52,0,854445,165,4,12,"avg","very_high","no",4158
"zero",76867,0,19,293976,335,1,5,"very_unsat","little","no",1705
"zero",83560,37,0,469178,261,0,10,"unsat","little","no",5836
"one",128016,53,0,664851,429,10,15,"very_unsat","high","no",3326
"zero",63432,59,14,369424,186,4,4,"very_unsat","very_little","no",2235
"one",107451,0,0,560680,674,1,9,"very_sat","very_high","no",5983
"zero",41523,0,0,423599,232,1,10,"unsat","very_high","no",7340
"zero",28283,0,66,789683,145,1,1,"very_sat","very_high","no",6443
"zero",26048,0,9,165487,152,0,5,"sat","avg","yes",1093
"one",118844,49,77,175092,647,4,1,"very_sat","very_little","no",3088
"one",33529,223,7,175858,130,16,6,"sat","high","yes",9398
"one",145655,0,0,360058,829,0,12,"avg","high","no",4779
"zero",28726,54,78,188852,312,5,2,"unsat","very_little","no",2701
"one",44973,0,20,609489,184,1,6,"very_unsat","very_little","no",6694
"zero",100253,0,23,176085,791,11,12,"very_unsat","little","yes",3080
"one",118242,167,13,225932,706,16,6,"very_sat","little","no",9192
"zero",38346,189,36,386401,130,23,1,"very_sat","very_high","no",4764
"one",25005,59,0,153631,154,4,13,"avg","little","no",3832
"one",43443,73,47,775245,156,3,1,"very_unsat","very_little","no",3380
"one",133473,46,6,795856,573,5,4,"very_unsat","little","no",7971
"zero",37824,43,0,278604,144,3,9,"very_unsat","little","yes",1996
"one",32945,128,29,839551,214,26,1,"very_unsat","little","yes",4921
"one",159154,61,0,842491,663,3,2,"avg","very_high","no",6110
"zero",125511,0,0,162564,619,0,1,"very_sat","high","no",7934
"zero",147685,54,0,939222,810,4,8,"very_sat","little","no",2476
"one",64777,0,8,720317,289,1,6,"very_sat","very_high","no",9467
"zero",40208,62,0,160944,201,5,15,"very_unsat","little","no",1226
"zero",79534,67,50,911178,226,4,2,"very_unsat","little","no",1908
"one",25344,183,0,208185,223,13,11,"very_unsat","very_high","no",8121
"one",97674,0,81,665532,326,0,1,"very_unsat","very_high","no",1085
"zero",158576,228,0,161799,585,27,10,"very_unsat","little","no",4710
"zero",30427,0,75,396533,235,0,2,"unsat","little","no",3398
"zero",122798,78,0,748531,525,5,9,"unsat","little","no",6764
"one",78221,0,0,785240,347,1,8,"very_unsat","little","no",9896
"one",30734,71,47,750437,373,5,2,"very_sat","avg","no",2457
"zero",22957,201,30,903344,148,17,1,"very_unsat","very_little","no",3583
"one",20738,0,6,661038,246,0,5,"sat","little","no",1209
"one",101257,78,40,910561,784,18,1,"avg","very_high","yes",9212
"one",73756,167,0,812067,356,29,15,"avg","little","yes",2012
"zero",26444,0,17,579390,133,0,6,"very_unsat","high","no",50
"zero",42197,0,26,447519,227,1,1,"very_sat","very_high","no",407
"zero",100051,45,61,764779,698,4,1,"unsat","little","no",1212
"one",151799,76,5,717622,279,26,6,"unsat","very_high","yes",6334
"one",31494,0,51,424588,173,1,2,"unsat","very_high","yes",2612
"one",39488,209,21,328861,241,13,5,"very_unsat","very_high","no",9920
"one",41697,151,36,496971,445,25,2,"very_unsat","little","no",879
"one",82308,205,63,934501,295,25,1,"very_unsat","little","yes",3785
"zero",127794,196,77,644930,689,3,2,"very_unsat","little","no",5958
"zero",46437,0,31,319316,134,3,2,"very_sat","little","yes",2887
"zero",123744,48,0,583455,485,3,15,"very_sat","very_high","no",3459
"one",37715,192,0,774034,139,28,13,"very_sat","very_little","no",5055
"zero",79084,214,10,234388,388,27,5,"very_sat","very_high","no",2627
"zero",30215,0,0,776392,322,10,8,"very_unsat","avg","yes",2149
"one",20389,0,0,277834,189,0,4,"very_unsat","very_little","yes",290
"one",45236,0,0,628224,193,0,10,"unsat","very_high","no",1144
"one",140603,42,82,161644,491,1,2,"very_sat","little","no",6147
"zero",26167,0,19,207515,150,0,4,"very_sat","very_little","no",2604
"zero",109976,47,63,205665,403,5,1,"avg","very_high","no",5488
"one",90977,48,0,922324,343,18,10,"very_unsat","very_high","yes",1847
"one",105242,0,60,472534,477,0,1,"very_unsat","little","no",2658
"zero",114511,71,22,874645,429,3,4,"very_unsat","very_little","no",6371
"one",94647,216,28,786748,339,12,2,"very_unsat","very_little","yes",3446
"zero",89318,0,0,162233,266,1,12,"unsat","very_little","no",1868
"one",21532,198,18,163235,236,16,6,"unsat","little","no",2812
"one",49845,83,22,929732,203,4,6,"sat","little","no",728
"one",83856,0,48,186423,338,1,2,"very_unsat","high","yes",7008
"zero",107471,57,48,944205,590,5,1,"very_unsat","little","yes",2660
"one",114230,178,0,192350,888,15,11,"very_unsat","very_high","yes",9559
"one",151313,85,0,253697,804,5,12,"very_sat","high","yes",5112
"one",34118,56,24,894340,196,5,5,"very_unsat","very_high","yes",7800
"one",84260,0,0,842615,266,0,12,"very_unsat","very_little","no",271
"one",24431,221,12,773625,154,21,4,"very_sat","very_high","no",2743
"zero",89595,186,35,678470,333,26,2,"very_sat","high","no",6267
"one",120705,0,62,845645,707,0,2,"very_sat","very_high","no",632
"one",111468,0,5,349200,887,0,6,"unsat","little","no",1548
"zero",34958,56,62,374130,148,3,1,"very_sat","high","no",3010
"zero",79359,77,32,473954,305,29,1,"very_sat","very_high","no",3666
"one",82462,189,0,529574,316,20,9,"very_unsat","avg","no",1682
"one",152819,183,0,587813,425,10,15,"very_unsat","avg","no",362
"one",74381,60,38,864153,315,3,2,"very_unsat","little","no",3544
"zero",148690,0,71,371758,165,3,2,"very_unsat","high","no",9939
"one",150023,43,66,770245,796,4,2,"sat","little","yes",3715
"one",25355,151,20,415068,844,29,6,"sat","very_high","no",9207
"one",127649,0,0,292249,549,4,9,"very_unsat","little","no",6701
"zero",56667,72,0,879863,294,3,14,"very_unsat","very_high","no",1925
"one",138209,164,75,813047,749,4,2,"very_sat","little","no",7510
"zero",151933,69,13,721580,758,4,5,"unsat","little","no",5380
"one",153733,199,66,395702,844,11,1,"very_sat","little","yes",5595
"zero",149068,48,11,172845,716,3,4,"unsat","little","no",1815
"one",64488,0,12,172220,356,0,5,"very_unsat","high","no",2500
"zero",58032,71,36,800233,328,4,1,"very_sat","little","no",8302
"zero",31061,71,88,168499,209,4,2,"unsat","very_little","yes",689
"zero",131981,0,34,995064,680,1,2,"very_unsat","very_high","yes",3751
"one",34094,0,44,186869,288,1,1,"unsat","little","no",1874
"zero",94054,66,22,504580,771,4,5,"unsat","very_little","no",6522
"zero",104729,53,25,418227,671,3,1,"very_sat","avg","yes",192
"zero",63938,188,0,274224,359,5,15,"very_unsat","little","no",8811
"one",24517,164,47,501532,231,20,2,"unsat","high","no",7061
"zero",57561,52,79,607740,360,5,1,"unsat","high","no",6061
"zero",130002,72,0,384104,882,5,15,"sat","little","no",2915
"zero",146390,213,0,481065,795,11,12,"unsat","little","yes",1206
"one",119962,77,8,362128,818,3,4,"very_unsat","little","no",8529
"one",58812,61,46,837679,288,5,1,"very_unsat","high","no",1662
"one",83189,179,13,791403,275,26,4,"avg","very_little","no",5783
"zero",157747,55,60,428911,685,3,4,"very_unsat","little","no",1573
"one",123059,162,17,309201,813,27,5,"avg","little","yes",7778
"one",48462,202,17,990286,469,16,5,"unsat","little","yes",4839
"zero",93104,32,31,896346,330,4,2,"very_sat","little","no",1905
"zero",149494,71,0,693234,669,4,15,"very_sat","high","yes",885
"one",126134,221,0,580425,720,20,11,"very_unsat","little","no",2067
"one",107112,69,0,290563,793,18,14,"very_unsat","high","no",4465
"zero",110215,92,0,233225,654,4,10,"very_unsat","little","yes",3884
"zero",62411,164,0,379330,262,5,12,"unsat","very_high","no",3986
"zero",88378,202,0,214431,131,13,15,"unsat","little","no",1977
"zero",20185,0,33,664221,198,0,1,"very_sat","avg","no",2076
"one",114669,206,21,226489,436,0,5,"very_unsat","little","no",1951
"zero",38366,173,0,905785,218,14,8,"very_sat","very_little","no",4390
"one",59890,52,88,954832,263,4,1,"unsat","little","no",3493
"zero",155029,69,0,182220,874,3,11,"sat","high","no",1818
"one",130810,65,17,291449,727,5,6,"very_unsat","little","yes",4934
"one",52247,241,0,171176,268,27,8,"unsat","very_high","no",7053
"one",33038,155,6,749125,709,0,5,"avg","little","no",8577
"one",36038,79,0,723596,240,4,11,"very_unsat","high","no",8171
"zero",105681,70,0,929648,615,5,10,"avg","little","no",2467
"one",122777,0,0,551780,833,0,11,"very_unsat","very_high","yes",9803
"zero",93699,26,56,385632,384,5,1,"sat","little","no",1308
"zero",149478,174,9,289734,789,12,6,"unsat","little","no",5329
"one",122497,0,0,253250,456,1,10,"very_sat","very_high","yes",8139
"one",85941,0,0,545487,258,1,10,"avg","very_high","no",6262
"zero",96112,162,0,227268,324,16,15,"very_unsat","little","yes",5045
"one",61235,191,86,211348,342,28,2,"avg","very_high","no",7991
"one",74959,0,20,735268,232,0,6,"unsat","little","yes",357
"one",29826,0,0,278112,163,1,11,"very_unsat","avg","no",3773
"zero",141855,0,10,227280,758,1,4,"unsat","high","yes",3604
"one",109230,51,67,220186,666,1,1,"avg","avg","yes",3589
"zero",90772,217,0,540978,382,5,8,"very_sat","little","no",639
"one",75210,0,13,586717,385,1,4,"very_unsat","little","no",5859
"zero",40483,60,23,218265,703,5,6,"avg","very_high","no",2275
"one",81787,50,0,880490,698,5,1,"very_sat","very_little","no",225
"zero",46873,0,0,456972,142,0,12,"very_unsat","very_little","no",7062
"one",34105,174,0,487551,623,21,9,"very_unsat","little","no",892
"zero",95014,180,25,479879,897,11,2,"very_unsat","little","no",1304
"zero",42330,0,12,208025,228,1,6,"unsat","high","no",1192
"zero",28235,0,74,329298,219,1,2,"very_unsat","little","yes",4128
"one",96561,0,13,165656,379,0,4,"very_unsat","little","no",9043
"one",43280,49,47,486416,231,4,1,"unsat","very_high","no",2885
"one",104041,202,84,186170,744,17,1,"very_unsat","very_little","yes",9772
"one",96614,65,0,283817,305,5,15,"very_sat","little","no",2957
"one",136419,202,42,153675,479,19,1,"avg","avg","no",3944
"zero",28306,0,0,472975,224,1,14,"very_unsat","little","no",5591
"one",25105,181,75,757365,244,16,2,"unsat","very_little","yes",7731
"zero",97994,27,0,493543,360,4,15,"very_unsat","very_high","yes",1849
"zero",38555,215,30,704821,148,28,2,"very_unsat","very_little","yes",9814
"one",90398,244,54,925610,372,11,1,"unsat","very_high","no",2936
"one",34649,60,0,742049,244,4,1,"unsat","very_high","yes",2750
"one",106255,0,82,424548,789,1,1,"very_sat","high","yes",7558
"zero",70077,31,60,434880,384,5,2,"very_unsat","very_little","yes",1390
"one",27035,213,35,205662,200,14,2,"very_sat","little","no",7538
"zero",130952,68,57,932717,663,5,2,"very_unsat","little","no",9161
"one",31248,43,77,318545,137,1,2,"very_unsat","high","no",2689
"zero",67872,0,7,213639,311,0,4,"unsat","little","no",5167
"one",122826,45,60,454496,722,5,2,"very_unsat","very_high","no",6279
"zero",77843,0,64,280919,257,0,1,"avg","little","no",8325
"one",23830,213,0,503637,232,18,12,"unsat","little","no",4342
"zero",115970,58,0,298351,592,4,6,"very_unsat","very_high","yes",8009
"zero",91377,0,9,617452,394,1,5,"very_unsat","little","yes",4103
"one",99197,0,58,206092,373,10,1,"very_unsat","little","no",9287
"zero",120437,65,54,642815,433,5,2,"very_unsat","very_little","yes",7092
"zero",57600,49,66,269290,294,3,2,"very_unsat","very_high","yes",7099
"zero",53732,238,43,208341,384,24,1,"very_unsat","high","yes",6121
"one",124931,0,83,894866,862,0,1,"very_sat","little","yes",4184
"one",50233,0,21,172116,360,1,4,"unsat","high","no",9068
"one",38085,64,0,228585,244,3,11,"sat","avg","no",1268
"zero",144325,40,6,965167,707,3,6,"very_unsat","little","no",8334
"zero",68618,69,0,953927,299,3,10,"very_unsat","high","no",2027
"zero",24636,67,87,815851,229,4,2,"very_sat","very_high","no",8821
"one",75466,0,16,475351,342,0,5,"sat","little","no",2728
"zero",116366,0,28,356296,878,0,1,"avg","little","no",4931
"zero",49663,221,0,598536,236,12,15,"very_unsat","very_little","no",7701
"one",57681,0,27,282160,390,0,1,"avg","very_high","no",3689
"one",80066,0,0,638083,283,1,10,"very_unsat","very_high","yes",7219
